Sr. No,Date of data collection,Time of data collection,pond_id,region,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
9059,03/08/2025,16:13,pond_348a1d24,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"pH pen #7, Winkler's Method (DO)",Sunny,11.1,8.42,,,,,31.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1853.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
9071,03/08/2025,16:12,pond_95fa2b00,Nellore,Evening,No,,,Focus group 3,Treatment,Chandu,"Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 25%",10.6,8.06,,,,,30.9,,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3472.0,"Catla (Catla catla), Rohu (Labeo rohita)",40.0,,No
9060,03/08/2025,07:05,pond_f9218e7b,Eluru,Morning,No,,,Focus group 3,Treatment,Nagaraju P.,"Ammonia checker (Hanna), Taiwan #7, Winkler's Method (DO)",Sunny,3.0,8.11,,0.21,,,27.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,500.0,1105.0,"Catla (Catla catla), Rohu (Labeo rohita)",1400.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg.,No
9070,03/08/2025,06:58,pond_95fa2b00,Nellore,Morning,No,,,Focus group 3,Treatment,Chandu,"Ammonia checker (Hanna), Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 75%, Foggy",4.2,7.73,,0.0,,,26.4,,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,10.0,3472.0,"Catla (Catla catla), Rohu (Labeo rohita)",40.0,,No
9058,03/08/2025,06:53,pond_348a1d24,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Ammonia checker (Hanna), pH pen #7, Winkler's Method (DO)",Sunny,3.0,7.91,,0.09,,,27.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Water probiotics,,15-21 days ago,,1500.0,1853.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
9072,03/08/2025,06:45,pond_bd0f4fd7,Nellore,Morning,No,,,Focus group 3,Treatment,Chandu,"Ammonia checker (Hanna), Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 75%, Foggy",3.7,8.06,,0.14,,,26.4,,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,40.0,2067.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,,No
9069,03/07/2025,16:57,pond_bf58902e,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,"ph pen #5, Winkler's Method (DO)","Sunny, Cloud cover 25%",12.4,8.73,,,,,29.9,,,,Light green,No,"Dissolved Oxygen, Ph",Requested during morning measurement,,,,,,,,,,,,,0.0,20.0,0.0,,,,,,,3198.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,,No
9067,03/07/2025,16:34,pond_863e7ed4,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,"Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 25%",8.5,8.27,,,,,30.4,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,16.0,0.0,,,,,,,2966.0,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
9065,03/07/2025,16:14,pond_1c1e7d4b,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,"Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 25%",10.1,8.46,,,,,30.1,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3378.0,Roopchand,650.0,,No
9055,03/07/2025,16:06,pond_522cd38a,Eluru,Evening,No,,,Focus group new,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.3,8.27,,,,,30.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,5263.0,"Catla (Catla catla), Rohu (Labeo rohita)",300.0,,No
9063,03/07/2025,16:03,pond_edb67ba0,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,"Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 25%",10.6,8.96,,,,,29.8,,,,Light brown,No,Ph,Requested during morning measurement,,,,,,,,,,,,,0.0,8.0,3.0,,,,,,,2941.0,Roopchand,700.0,,No
9057,03/07/2025,15:59,pond_f1f0953d,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"pH pen #7, Winkler's Method (DO)",Sunny,10.9,8.2,,,,,30.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1995.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
9047,03/07/2025,15:49,pond_5e81f369,Eluru,Evening,Yes,Yes,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,10.3,8.42,,,,,31.6,,,,Dark green,Yes,,,,,,"Yes, all of them",03/05/2025,Stop feeding for 24 hours,,24hrs,,,Yes,,0.0,0.0,0.0,,,,,,,2667.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Farmer apply agriculture lime also .,No
9054,03/07/2025,15:46,pond_02b8575a,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.1,8.37,,,,,30.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2494.0,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg. ,No
9056,03/07/2025,15:45,pond_9a0003fb,Eluru,Evening,No,,,Focus group 3,Treatment,Nagaraju P.,"pH pen #7, Winkler's Method (DO)",Sunny,11.2,8.45,,,,,30.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2704.0,"Catla (Catla catla), Rohu (Labeo rohita)",1080.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg.,No
9053,03/07/2025,15:34,pond_fb9877ae,Eluru,Evening,No,,,Focus group new,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.4,8.25,,,,,30.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1765.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,,No
9046,03/07/2025,15:32,pond_a434fd56,Eluru,Evening,Yes,Yes,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,8.3,8.39,,,,,31.4,,,,Dark green,Yes,,,,,,"Yes, all of them",03/05/2025,Stop feeding for 24 hours,,24hrs,,,Yes,,0.0,0.0,0.0,,,,,,,71429.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
9052,03/07/2025,07:32,pond_522cd38a,Eluru,Morning,No,,,Focus group new,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.4,7.89,,0.07,,,26.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,750.0,5263.0,"Catla (Catla catla), Rohu (Labeo rohita)",300.0,,No
9068,03/07/2025,07:31,pond_bf58902e,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,"Winkler's Method (DO), Ammonia checker (Hanna), ph pen #5","Sunny, Cloud cover 75%, Foggy",5.2,8.52,,0.02,,,27.7,,,,Light green,No,"Dissolved Oxygen, Ph","Stop feeding for 24 hours, Jaggery",,5kg per accear,,,,,,,,,,,0.0,14.0,0.0,,Lice medicine,,0-7 days ago,,45.0,3198.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,,No
9049,03/07/2025,07:27,pond_f1f0953d,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Ammonia checker (Hanna), pH pen #7, Winkler's Method (DO)",Sunny,3.3,7.97,,0.25,,,28.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1500.0,1995.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
9045,03/07/2025,07:20,pond_5e81f369,Eluru,Morning,Yes,Yes,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,3.6,7.91,,0.24,,,26.8,,,,Dark green,Yes,,,,,,"Yes, all of them",03/05/2025,Stop feeding for 24 hours,Farmer apply agriculture lime also .,24hrs,,,Yes,,0.0,0.0,0.0,,,,,,900.0,2667.0,"Catla (Catla catla), Rohu (Labeo rohita)",1250.0,,No
9051,03/07/2025,07:19,pond_02b8575a,Eluru,Morning,No,,,Focus group 4,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.7,8.07,,0.18,,,26.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1000.0,2494.0,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg. ,No
9066,03/07/2025,07:18,pond_863e7ed4,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 75%, Foggy",3.2,7.89,,0.09,,,26.9,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,11.0,0.0,,Lice medicine,,0-7 days ago,,45.0,2966.0,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
9050,03/07/2025,07:07,pond_fb9877ae,Eluru,Morning,No,,,Focus group new,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.5,7.91,,0.19,,,26.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,850.0,1765.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,,No
9064,03/07/2025,07:04,pond_1c1e7d4b,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 75%, Foggy",4.0,8.31,,0.16,,,26.7,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,60.0,3378.0,Roopchand,650.0,,No
9044,03/07/2025,07:04,pond_a434fd56,Eluru,Morning,Yes,Yes,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,3.2,7.94,,0.2,,,26.7,,,,Dark green,Yes,,,,,,"Yes, all of them",03/05/2025,Stop feeding for 24 hours,,24hrs,,,Yes,,0.0,0.0,0.0,,Water exchange (inflow & outflow),,0-7 days ago,,50.0,71429.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
9048,03/07/2025,07:03,pond_9a0003fb,Eluru,Morning,No,,,Focus group 3,Treatment,Nagaraju P.,"Ammonia checker (Hanna), pH pen #7, Winkler's Method (DO)",Sunny,3.2,8.31,,0.19,,,28.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1600.0,2704.0,"Catla (Catla catla), Rohu (Labeo rohita)",1080.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg.,No
9062,03/07/2025,06:47,pond_edb67ba0,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 75%, Foggy",4.8,8.74,,0.11,,,26.8,,,,Light brown,No,Ph,"Water inflow (only), Jaggery",,5kg,,,,,,,,,,,0.0,5.0,3.0,,Lice medicine,,0-7 days ago,,45.0,2941.0,Roopchand,700.0,,No
9039,03/06/2025,16:47,pond_373669d6,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,"Winkler's Method (DO), ph pen #5",Sunny,10.3,8.28,,,,,29.0,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,909.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,,No
9043,03/06/2025,16:38,pond_10b0b2f6,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,"Winkler's Method (DO), ph pen #5",Sunny,8.0,7.72,,,,,28.8,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3356.0,"Catla (Catla catla), Rohu (Labeo rohita)",550.0,,No
9041,03/06/2025,16:26,pond_d252b4e3,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,"Winkler's Method (DO), ph pen #5",Sunny,6.6,7.48,,,,,28.7,,,,Transparent,No,Dissolved Oxygen,Requested during morning measurement,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3788.0,"Catla (Catla catla), Rohu (Labeo rohita)",550.0,,No
9037,03/06/2025,16:21,pond_60e4cad8,Eluru,Evening,No,,,Focus group new,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.3,8.3,,,,,29.9,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,6190.0,"Catla (Catla catla), Rohu (Labeo rohita)",70.0,,No
9029,03/06/2025,16:19,pond_55356fc9,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,13.2,8.46,,,,,31.7,,,,Dark green,No,Dissolved Oxygen,Requested during morning measurement,,,,,,,,,,,,,0.0,0.0,1000.0,"The Fishes in the pond was suffering with multiple Diseases (DROPSY,DACTYLOGYROS,& RED DISEASE).",,,,,,2358.0,"Catla (Catla catla), Rohu (Labeo rohita)",,"The Fishes in the pond was suffering with multiple Diseases (DROPSY,DACTYLOGYROS,& RED DISEASE). The farmer was applying medicines for the above diseases from today and he will do corrective actions from tomorrow.",No
9035,03/06/2025,15:57,pond_d8d30ad3,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.6,8.25,,,,,29.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2435.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,,No
9028,03/06/2025,15:57,pond_ee1be8cb,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,8.2,8.38,,,,,31.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2189.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
9036,03/06/2025,15:57,pond_44f24b9a,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.1,8.19,,,,,29.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4222.0,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",700.0,,No
9034,03/06/2025,15:45,pond_283dc502,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.4,8.21,,,,,29.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2622.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
9042,03/06/2025,07:44,pond_10b0b2f6,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), ph pen #5, Winkler's Method (DO)","Sunny, Cloud cover 75%, Foggy",3.4,7.83,,0.03,,,27.6,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Water inflow (only), Aeration for two days",,0-7 days ago,,45.0,3356.0,"Catla (Catla catla), Rohu (Labeo rohita)",550.0,,No
9040,03/06/2025,07:38,pond_d252b4e3,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 75%, Foggy",0.6,7.59,,0.26,,,27.2,,,,Transparent,No,Dissolved Oxygen,"Water inflow (only), Water probiotics, Aeration for two days",,"Probiotics: 10 kg
Water inflow: 2 feet",,,,,,,,,,,800.0,0.0,0.0,,Aeration for two days,,0-7 days ago,Aeration every day,30.0,3788.0,"Catla (Catla catla), Rohu (Labeo rohita)",550.0,,No
9027,03/06/2025,07:35,pond_55356fc9,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,0.4,7.67,,0.15,,,24.8,,,,Dark green,No,Dissolved Oxygen,"Stop feeding for 48 hours, Aeration with a motor boat",,,,,,,,,,,,,1000.0,0.0,1000.0,"The Fishes in the pond was suffering with multiple Diseases (DROPSY,DACTYLOGYROS,& RED DISEASE).",,,,,900.0,2358.0,"Catla (Catla catla), Rohu (Labeo rohita)",45.0,"The Fishes in the pond was suffering with multiple Diseases (DROPSY,DACTYLOGYROS,& RED DISEASE). The farmer was applying medicines for the above diseases from today and he will do corrective actions from tomorrow.",No
9033,03/06/2025,07:30,pond_60e4cad8,Eluru,Morning,No,,,Focus group new,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.5,8.08,,0.05,,,26.2,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,6190.0,"Catla (Catla catla), Rohu (Labeo rohita)",70.0,,No
9038,03/06/2025,07:23,pond_373669d6,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Winkler's Method (DO), ph pen #5","Sunny, Cloud cover 75%, Foggy",3.5,7.94,,0.05,,,27.3,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,30.0,909.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,,No
9032,03/06/2025,07:21,pond_44f24b9a,Eluru,Morning,No,,,Focus group 4,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.9,7.85,,0.17,,,26.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1600.0,4222.0,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",700.0,,No
9031,03/06/2025,07:13,pond_d8d30ad3,Eluru,Morning,No,,,Focus group 4,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.4,7.94,,0.13,,,25.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2500.0,2435.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,,No
9030,03/06/2025,07:01,pond_283dc502,Eluru,Morning,No,,,Focus group 4,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.7,7.9,,0.09,,,26.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1400.0,2622.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
9026,03/06/2025,06:55,pond_ee1be8cb,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,3.5,7.6,,0.21,,,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Lime,,0-7 days ago,,2500.0,2189.0,"Catla (Catla catla), Rohu (Labeo rohita)",950.0,,No
9025,03/05/2025,16:18,pond_21320075,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.1,8.34,,,,,30.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1554.0,"Catla (Catla catla), Rohu (Labeo rohita)",1400.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg.,No
9019,03/05/2025,16:12,pond_e78b9c9a,Eluru,Evening,No,,,Focus group 3,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,11.1,8.39,,,,,29.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,9195.0,"Catla (Catla catla), Rohu (Labeo rohita)",200.0,,No
9018,03/05/2025,15:58,pond_8e6046b4,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,11.8,8.42,,,,,30.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2345.0,"Catla (Catla catla), Rohu (Labeo rohita)",,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg,No
9024,03/05/2025,15:55,pond_f6d09111,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,10.8,8.3,,,,,30.5,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,180000.0,"Catla (Catla catla), Rohu (Labeo rohita)",50.0,,No
9013,03/05/2025,15:51,pond_20c3d3aa,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #7, Winkler's Method (DO)",Sunny,11.9,8.46,,,,,31.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,12469.0,"Catla (Catla catla), Rohu (Labeo rohita)",350.0,,No
9012,03/05/2025,15:45,pond_eb2903bd,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #7, Winkler's Method (DO)",Sunny,10.3,8.43,,,,,31.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3327.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,,No
9015,03/05/2025,15:41,pond_7fd480e0,Eluru,Evening,No,,,Focus group 3,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,11.2,8.34,,,,,29.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,926.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
9023,03/05/2025,15:40,pond_d7feb952,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.3,8.25,,,,,30.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,12222.0,"Catla (Catla catla), Rohu (Labeo rohita)",180.0,,No
9022,03/05/2025,07:31,pond_21320075,Eluru,Morning,No,,,Focus group 4,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.4,7.92,,0.2,,,27.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1750.0,1554.0,"Catla (Catla catla), Rohu (Labeo rohita)",1400.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg.,No
9011,03/05/2025,07:30,pond_20c3d3aa,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Ammonia checker (Hanna), Taiwan #7, Winkler's Method (DO)",Sunny,3.7,8.25,,0.25,,,28.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,12469.0,"Catla (Catla catla), Rohu (Labeo rohita)",350.0,,No
9017,03/05/2025,07:26,pond_e78b9c9a,Eluru,Morning,No,,,Focus group 3,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,3.7,7.56,,0.32,,,28.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,450.0,9195.0,"Catla (Catla catla), Rohu (Labeo rohita)",200.0,,No
9010,03/05/2025,07:20,pond_eb2903bd,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Ammonia checker (Hanna), Taiwan #7, Winkler's Method (DO)",Sunny,3.3,8.16,,0.27,,,28.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,800.0,3327.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,,No
9021,03/05/2025,07:19,pond_f6d09111,Eluru,Morning,No,,,Focus group 4,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.2,7.81,,0.11,,,27.5,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Water inflow (only),,0-7 days ago,,100.0,180000.0,"Catla (Catla catla), Rohu (Labeo rohita)",50.0,,No
9016,03/05/2025,07:08,pond_8e6046b4,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,3.2,7.89,,0.32,,,27.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Water probiotics,,0-7 days ago,,3000.0,2345.0,"Catla (Catla catla), Rohu (Labeo rohita)",1550.0,This farm is part of the weight-dependent visit test and is receiving measurements every two weeks until the end of the cycle because fishes are bigger than 1kg,No
9020,03/05/2025,07:02,pond_d7feb952,Eluru,Morning,No,,,Focus group 4,Treatment,Ravi,"Ammonia checker (Hanna), pH pen #3, Winkler's Method (DO)",Sunny,3.5,7.65,,0.14,,,27.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,250.0,12222.0,"Catla (Catla catla), Rohu (Labeo rohita)",180.0,,No
9014,03/05/2025,06:48,pond_7fd480e0,Eluru,Morning,No,,,Focus group 3,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",Sunny,3.9,7.71,,0.38,,,27.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,400.0,926.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,,No
9009,03/04/2025,16:16,pond_3a0067e4,Eluru,Evening,No,,,Focus group 4,Treatment,Ravi,"pH pen #3, Winkler's Method (DO)",Sunny,11.1,8.45,,,,,29.9,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,69474.0,"Rohu (Labeo rohita), Catla (Catla catla)",80.0,,No
9005,03/04/2025,16:10,pond_ac78f7f3,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,11.7,8.41,,,,,30.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2530.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
9004,03/04/2025,16:08,pond_5e81f369,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",Sunny,9.8,8.37,,,,,31.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2667.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
