Sr. No,Event date,Initial entry,pond_id,region,Pond status,Type,Logged by,Data verification method,Data verified by,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Fish purchases diverted,Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Notes,Lifecycle is updated accordingly on the master doc,Created at
11286,07/10/2025,No,pond_10b0b2f6,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,700.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom and remove debris,Planned harvest,3500,,0,,,Yes,09/10/2025 05:58
10851,07/10/2025,No,pond_d85b342c,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,,,07/30/2025 05:40
10819,07/10/2025,No,pond_4cef5872,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2817.0,,"Roopchand, Catla (Catla catla)",9.5:0.5,1000.0,3000.0,50.0,,,,,,,,,3594,10207.0,2817.0,8000.0,,,,,2206.0,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,07/28/2025 10:17
10844,07/08/2025,No,pond_7eadb9bf,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,950.0,,,,,,,,,,,,,,,,,,,,,0,,Disease outbreak,89000,,0,,"There were mortalities observed, so they have given medicines and harvested within a week.",,07/30/2025 05:18
10842,07/08/2025,No,pond_9644548f,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,66000,,0,,,,07/30/2025 05:06
10783,07/08/2025,No,pond_e6185c34,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1272.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,70000,,0,,,,07/23/2025 06:24
10772,07/07/2025,No,pond_8e6046b4,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2239.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,360.0,,,,,,,,,2239,105000.0,2239.0,105000.0,,,,,0.0,,0,,,,,,,,,,,07/22/2025 07:21
12418,07/06/2025,No,pond_87edd7c9,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes",Planned harvest,52000,,0,,,Yes,12/08/2025 06:01
10788,07/06/2025,No,pond_21320075,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,1846.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,350.0,,,,,,,,,1846,60000.0,1846.0,60000.0,,,,,0.0,,0,,,,,,,,,,,07/23/2025 06:42
10786,07/06/2025,No,pond_46bbdb3a,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,1,"Remove the water, sun dry pond bottom and add medicines to eradicate tilapia eggs and bottom cleansing additives.",Planned harvest,10200,,0,,,,07/23/2025 06:33
10615,07/06/2025,No,pond_1c1e7d4b,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,Roopchand,,,,700.0,,,,,,,,,,,,,,,,,,,,,1,"Sun dry the pond bottom, remove sludge and strengthen the dykes.",Planned harvest,5250,,0,,,,07/08/2025 04:06
10588,07/05/2025,No,pond_da9e5287,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,150.0,,,,,,,,,2667,2400.0,2667.0,2400.0,,,,,0.0,,1,Sun dried the pond bottom and ploughed,,,,,,,,,,07/06/2025 06:45
10818,07/03/2025,No,pond_9719af6d,Nellore,Treatment,Partial harvest,Chaitanya,Verbal communication,,Grow-out,1743.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,35000,,48500,,,,07/28/2025 10:12
10586,07/03/2025,No,pond_07ed9225,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2992.0,,"Roopchand, Rohu (Labeo rohita)",9:1,1000.0,3000.0,100.0,,,,,,,,,2992,3650.0,2992.0,3650.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,07/06/2025 06:30
10914,07/02/2025,No,pond_e797c43a,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,35000,,0,,,,08/04/2025 06:53
10585,07/02/2025,No,pond_b842374c,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2165.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,100.0,,,,,,,,,3043,7030.0,2165.0,5000.0,,,,,2028.0,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes ",,,,,,,,,Yes,07/06/2025 06:24
10787,06/30/2025,No,pond_c2458988,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,200.0,,,,,,,,,,,,,,,,,,,,,1,"Remove the water, sun dry pond bottom and add medicines to eradicate tilapia eggs and add bottom cleansing additives.",Planned harvest,24000,,0,,,,07/23/2025 06:38
10555,06/30/2025,No,pond_c01f770d,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2424.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,150.0,,,,,,,,,2424,40000.0,2424.0,40000.0,,,,,0.0,,0,,,,,,,,,,,07/03/2025 04:01
10584,06/29/2025,No,pond_1d648007,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2841.0,,Roopchand,10,1000.0,3000.0,200.0,,,,,,,,,2841,2500.0,2841.0,2500.0,,,,,0.0,,1,"Sun dried the pond bottom, ploughed",,,,,,,,,,07/06/2025 06:14
10616,06/28/2025,No,pond_863e7ed4,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,650.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,4550,,0,,"Pond lease time has ended, still not sure whether he will continue culture in this pond or not.",,07/08/2025 04:11
10587,06/28/2025,No,pond_1dbb9f8d,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2857.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",8.5:1:0.5,1000.0,3000.0,150.0,,,,,,,,,2857,5000.0,2857.0,5000.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,07/06/2025 06:36
10558,06/28/2025,No,pond_7fd480e0,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Grow-out,2130.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,12000,,23000,,,,07/03/2025 04:48
10544,06/28/2025,No,pond_44f24b9a,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",,,,500.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,The farmer did not get the expected growth and hence had to keep them for a long time. The farmer has harvested the entire pond and sold them to another grow-out farmer.,,06/30/2025 07:00
10556,06/27/2025,No,pond_44865e41,Eluru,Treatment,Partial stocking,Praveen,Verbal communication,,Rearing,35714.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,80.0,80000.0,30.0,,,,,,,,,35714,250000.0,35714.0,250000.0,,,,,0.0,,0,,,,,,,,,,,07/03/2025 04:04
10553,06/27/2025,No,pond_283dc502,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2432.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,200.0,,,,,,,,,2432,90000.0,2432.0,90000.0,,,,,0.0,,0,,,,,,,,,,,07/03/2025 03:57
10866,06/26/2025,No,pond_251e0d5b,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,1667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,350.0,,,,,,,,,1667,50000.0,1667.0,50000.0,,,,,0.0,,0,,,,,,,,,,,07/30/2025 07:47
10554,06/24/2025,No,pond_c01f770d,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,55000,,0,,,,07/03/2025 03:59
10865,06/22/2025,No,pond_7472ede8,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,4854.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,10000.0,50.0,,,,,,,,,4854,50000.0,4854.0,50000.0,,,,,0.0,,0,,,,,,,,,,,07/30/2025 07:41
10528,06/22/2025,No,pond_8a8b9562,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to sun-dry the pond and do the pond preparation before stocking again.,Planned harvest,25000,,0,,,,06/26/2025 08:02
10545,06/21/2025,No,pond_21320075,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,100000,,0,,,,06/30/2025 07:03
10710,06/20/2025,No,pond_0b0963e5,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,8928.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,12000.0,50.0,,,,,,,,,8928,50000.0,8928.0,50000.0,,,,,0.0,,0,,,,,,,,,,,07/15/2025 06:51
10483,06/20/2025,No,pond_44865e41,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Rearing,14286.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,80.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,20000,,100000,,,,06/23/2025 08:23
10482,06/20/2025,No,pond_5f07dc7a,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,7381.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,12000.0,80.0,,,,,,,,,7381,77500.0,7381.0,77500.0,,,,,0.0,,0,,,,,,,,,,,06/23/2025 08:21
10481,06/19/2025,No,pond_5f07dc7a,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,46800,,0,,,,06/23/2025 08:19
10518,06/17/2025,No,pond_b08d22b5,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Nursery,117647.0,,Catla (Catla catla),,,,50.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,100000,,This is a Nursery pond so the farmer did not tell us the harvest in Kgs.,,06/26/2025 05:18
10517,06/17/2025,No,pond_7dded911,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Rearing,60000.0,,Catla (Catla catla),0:10,100.0,80000.0,50.0,,,,,,,,,60000,90000.0,60000.0,90000.0,,,,,0.0,,0,,,,,,,,,,,06/26/2025 05:15
10484,06/13/2025,No,pond_283dc502,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,145000,,0,,,,06/23/2025 08:28
10431,06/12/2025,No,pond_17e22e23,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,3155.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,300.0,,,,,,,,,3155,30000.0,3155.0,30000.0,,,,,0.0,,0,,,,,,,,,,,06/17/2025 06:29
10709,06/10/2025,No,pond_0b0963e5,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,800.0,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,Sold all the fishes present in the pond to another farmer as he decided to shift to breed-out as grow out culture is taking very long.,,07/15/2025 06:48
10432,06/10/2025,No,pond_05d9df8f,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,7368.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,8500.0,10.0,,,,,,,,,7368,70000.0,7368.0,70000.0,,,,,0.0,,0,,,,,,,,,,,06/17/2025 06:33
10340,06/08/2025,No,pond_8fd1554c,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,6452.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,500.0,6000.0,150.0,,,,,,,,,6452,30000.0,6452.0,30000.0,,,,,0.0,,0,,,,,,,,,,,06/10/2025 08:14
10324,06/07/2025,No,pond_ee1be8cb,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2108.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,700.0,,,,,,,,,2108,105000.0,2108.0,105000.0,,,,,0.0,,0,,,,,,,,,,,06/09/2025 08:45
10405,06/06/2025,No,pond_eb2903bd,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2661.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,200.0,,,,,,,,,2661,40000.0,2661.0,40000.0,,,,,0.0,,0,,,,,,,,,,,06/13/2025 03:07
10513,06/05/2025,No,pond_7dded911,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,Catla (Catla catla),,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,6000,,0,,,,06/26/2025 05:04
10271,06/04/2025,No,pond_195e5b24,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,1702.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,500.0,,,,,,,,,1702,40000.0,1702.0,40000.0,,,,,0.0,,0,,,,,,,,,,,06/05/2025 07:54
10255,06/02/2025,No,pond_c295a799,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Rearing,35088.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,80000.0,20.0,,,,,,,,,35088,100000.0,35088.0,100000.0,,,,,0.0,,0,,,,,,,,,,,06/04/2025 05:08
10557,06/01/2025,Yes,pond_3da22c74,Eluru,,Stocking,Praveen,,,Breed-out,7411.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,12000.0,50.0,,,,,,,,,7411,,7411.0,,,,,,0.0,,0,,,,,,,,,,,07/03/2025 04:29
10273,06/01/2025,No,pond_89aabef8,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,5842.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,12000.0,100.0,,,,,,,,,5842,43000.0,5842.0,43000.0,,,,,0.0,,0,,,,,,,,,,,06/05/2025 08:02
10254,05/31/2025,No,pond_c295a799,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Nursery,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,60.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,This was a Nursery pond and hence the harvest is not entered in Kgs.,,06/04/2025 05:05
10433,05/30/2025,No,pond_9252e874,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Grow-out,2717.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,7500,,25000,,,,06/17/2025 06:40
10274,05/30/2025,No,pond_f9218e7b,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2486.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,300.0,,,,,,,,,2486,45000.0,2486.0,45000.0,,,,,0.0,,0,,,,,,,,,,,06/05/2025 08:06
10272,05/30/2025,No,pond_bdf8fe72,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,This is a breed-out pond. The farmer has harvested in number of fishes and hence did not inform us in Kgs.,,06/05/2025 07:57
10277,05/29/2025,No,pond_51789df8,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,15000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,150.0,20000.0,20.0,,,,,,,,,15000,75000.0,15000.0,75000.0,,,,,0.0,,1,The farmer has sun-dried the pond before stocking.,,,,,,,,,,06/05/2025 08:20
10270,05/28/2025,No,pond_195e5b24,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,60000,,0,,,,06/05/2025 07:53
10278,05/28/2025,No,pond_c7407a79,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,3466.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,500.0,6000.0,250.0,,,,,,,,,3466,75000.0,3466.0,75000.0,,,,,0.0,,0,,,,,,,,,,,06/05/2025 08:23
10231,05/27/2025,No,pond_4afa4e4f,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to repair the dikes before stocking again.,Planned harvest,,,0,,This is a breed-out pond. The farmer has harvested in number of fishes and hence did not inform us in Kgs.,,05/30/2025 05:48
10276,05/26/2025,No,pond_8902ecd3,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2500.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,400.0,,,,,,,,,2500,55000.0,2500.0,55000.0,,,,,0.0,,0,,,,,,,,,,,06/05/2025 08:14
10346,05/24/2025,No,pond_0c63298a,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,1556.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,450.0,,,,,,,,,1556,35000.0,1556.0,35000.0,,,,,0.0,,0,,,,,,,,,,,06/10/2025 08:27
10209,05/24/2025,No,pond_5e81f369,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2556.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,350.0,,,,,,,,,2556,57500.0,2556.0,57500.0,,,,,0.0,,0,,,,,,,,,,,05/28/2025 05:08
10580,05/23/2025,No,pond_bd0f4fd7,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,876.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom.,Planned harvest,1600,,0,,,,07/06/2025 05:46
10344,05/23/2025,No,pond_8dd26bbf,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2182.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,400.0,,,,,,,,,2182,60000.0,2182.0,60000.0,,,,,0.0,,0,,,,,,,,,,,06/10/2025 08:23
10164,05/23/2025,No,pond_05d9df8f,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,This is a breed-out pond. The farmer has harvested in number of fishes and hence did not inform us in Kgs.,,05/26/2025 05:26
10342,05/20/2025,No,pond_e78b9c9a,Eluru,Treatment,Partial stocking,Praveen,Verbal communication,,Breed-out,8046.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,350.0,8500.0,180.0,,,,,,,,,8046,70000.0,8046.0,70000.0,,,,,0.0,,0,,,,,,,,,,,06/10/2025 08:19
10210,05/20/2025,No,pond_b08d22b5,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Nursery,235294.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,50.0,100000.0,10.0,,,,,,,,,235294,200000.0,235294.0,200000.0,,,,,0.0,,0,,,,,,,,,,,05/28/2025 05:22
10176,05/20/2025,No,pond_69509b5b,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Breed-out,4500.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,500.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,90000,,,,05/27/2025 05:24
10279,05/19/2025,No,pond_8e6046b4,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1800.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,111000,,0,,,,06/05/2025 08:29
10579,05/17/2025,No,pond_a3c9d163,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,900.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom,Planned harvest,6300,,0,,,,07/06/2025 05:33
10109,05/17/2025,No,pond_5557d8af,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2560.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,250.0,,,,,,,,,2560,43000.0,2560.0,43000.0,,,,,0.0,,0,,,,,,,,,,,05/20/2025 06:41
10578,05/16/2025,No,pond_1bf4ea64,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,840.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom,Planned harvest,4200,,0,,,,07/06/2025 05:29
10343,05/16/2025,No,pond_8dd26bbf,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,72000,,0,,,,06/10/2025 08:22
10178,05/15/2025,No,pond_6526e587,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Breed-out,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,60000,,"The farmer has stocked 200000 fish. He has harvested 100000 fish on May 15, 2025. There were about 40000 mortalities because of disease and predation. 60000 fish are left in the pond now.",,05/27/2025 05:28
10163,05/15/2025,No,pond_251e0d5b,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,This is a breed-out pond. The farmer has harvested in number of fishes and hence did not inform us in Kgs.,,05/26/2025 05:24
10162,05/15/2025,No,pond_17e22e23,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,40000,,0,,,,05/26/2025 05:23
10108,05/15/2025,No,pond_f1f0953d,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2268.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,300.0,,,,,,,,,2268,100000.0,2268.0,100000.0,,,,,0.0,,0,,,,,,,,,,,05/20/2025 06:38
10577,05/14/2025,No,pond_d1de1045,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,830.0,,,,,,,,,,,,,,,,,,,,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes.",Planned harvest,5810,,0,,,,07/06/2025 05:18
10345,05/12/2025,No,pond_0c63298a,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,39000,,0,,,,06/10/2025 08:26
10325,05/12/2025,No,pond_f86d5d94,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to drain the pond and do bottom treatment before stocking again.,Planned harvest,130000,,0,,,,06/09/2025 08:48
10275,05/12/2025,No,pond_8902ecd3,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,58000,,0,,,,06/05/2025 08:12
10582,05/10/2025,No,pond_da3b5851,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2762.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,200.0,,,,,,,,,2762,5000.0,2762.0,5000.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,07/06/2025 06:03
10341,05/07/2025,No,pond_e78b9c9a,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Breed-out,2299.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,24000,,20000,,,,06/10/2025 08:16
10114,05/07/2025,No,pond_f9218e7b,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,48000,,0,,,,05/20/2025 07:03
10581,05/06/2025,No,pond_dda2c111,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Rearing,22923.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,30000.0,5.0,,,,,,,,,22923,80000.0,22923.0,80000.0,,,,,0.0,,1,Sun dried the pond bottom and ploughed,,,,,,,,,,07/06/2025 05:55
